id,repo,Title,Description,Assigned To
6684,WptDevelopment,Lock ovens from creating recipes vsts-215,This can only be done after the Prestart Application is able to upload and control the recipes on the ovens.,JRLSLLC
6685,WptDevelopment,A04620 Not Validating properly in SerialCert vsts-216,"Serial cert needs another parser for the AMRAAM tested boards. The reason it needs this is because the validation for it has been wrong for several or more years and it was only discovered recently. The HP3070 is not the correct validation for this product A04620. The data that needs a parser can be found on TESTSET202 ;;\\Testset202\c\AMRAAM DATA and ;a correctly passing board should say pass in the upper left hand corner of the excel sheet. Enclosed are the documents pertaining to FDTN, where they log the tests and a sample file of a failed board. Currently as of Dec 8 2015 they have the following shop orders being held up by this issue. A04620AQ, A04620AF, A04620AS",JRLSLLC
6686,WptDevelopment,KIC crash and missing oven data vsts-217,"&gt; Nick,
<br>&gt; 
<br>&gt; most of the time the excel prestart sheet does not have an oven profile. 
<br>&gt; Im going back to the previous run and using that profile.
<br>&gt; 
<br>&gt; 
<br>&gt; Moving from primary to secondary profiles, the KIC program keeps crashing.
<br>&gt; Im forced to end the program and start over everytime. 
<br>&gt; I have carefully tapped the button (only once) and still have the same issue.
<br>&gt; 
<br>&gt; 
<br>&gt; please advise.
<br>&gt; 
<br>&gt; regards,
<br>&gt; Darrell",JRLSLLC
6687,WptDevelopment,Export batch setting change on stencils vsts-218,&gt;I?d like to see if we can set the stencil clean frequency to 1 for all assemblies. Also want to make sure the ?Vacuum On During Dry Wipe? is checked for all assemblies.,JRLSLLC
6688,WptDevelopment,Export Stencil Printer Settings vsts-219,&gt;Can you export the stencil printer settings for the A06300 assembly? I need it to verify a corrective action.,JRLSLLC
6689,WptDevelopment,Add a Percent Of Error Field vsts-228,IT Ticket2853. She wants a column added to the calculate the % of Error on lead times.Amber &gt;I would like to sit down with someone from IT to discuss adding a forecast error rate formula to the Forecast analysis tool to help us better understand the % of error and to help us communicate accuracy to the customer. ;Please let me know who will be assigned to this task so that I can setup a meeting.,JRLSLLC
6690,WptDevelopment,Flag prestart for a KIC reprofile when loading a universal oven recipe vsts-229,,JRLSLLC
6691,WptDevelopment,WIP operation 900 on SO vsts-231,"Mike, 
<br>I thought the system wouldn?t allow us to complete over the quantity of what the shop order is created for. ;Please try to find a way to error this out.",JRLSLLC
6692,WptDevelopment,Add a column for the Dock To Stock Lead Time IT Ticket 2445 vsts-233,"<p>Amber Dougherty wants another column added to this report and the AT Risk Report to factor in the Dock To Stock Lead time. 
<br>&gt; Currently the Shortage cumulative report does not calculate the Dock To Stock lead time on component shortages. ;I would like to see a separate column, to the right of the Promise Date column, that adds the DTS leadtime on to the promise date of the component. ;We will also need to verify that The At Risk calculates the DTS lead time as well when determining if a component will arrive on time. </p><p>; </p><p>see redmine #2002 </p>",JRLSLLC
6693,WptDevelopment,TOA serial trimming vsts-235,Trim the TOA fluff from the Search Value if found,JRLSLLC
6694,WptDevelopment,2 test paths vsts-236,"The Mac Address will not change between the A# and the R#. So if we issued a MAC as an A#, we can pull that and use the same one.
<br>
<br>The scope of what is required has changed. 
<br>
<br>For an RMA, a unit could take one of 2 test paths. If it is a hardware failure (non-electrical), No High-Pot or ESS testing would be required- functional, power consumption, appearance, and weight only. So this would be an abbreviated PIR with validation. If it is an electrical failure, it would be a full PIR including all tests and all validations normally performed with a production unit along with validations. 
<br>
<br>We envision a check box to select which test path the unit will be validated against (Hardware / Electrical).
<br>
<br>How long would it take to develop, test, and release this package.
<br>
<br>Phil",JRLSLLC
6695,WptDevelopment,global signoff vsts-237,,JRLSLLC
6696,WptDevelopment,AVL manupart number auto filled onto PO vsts-238,they dont want to have to copy and paste onto the PO,JRLSLLC
6697,WptDevelopment,JIm Wants The Ability To Confirm Calibrations vsts-239,"A change in status is correct to generate a transaction, but it should not generate a calibration unless operator clicks a date on the calendar. No need to purge the bogus calibrations in History, but we wish to stop adding them! New transactions are proper for status change, transaction memo, new calibrations (identified by clicking on calendar for a different date than last calibration, status must contain OK, ;and answering confirmation OK. If anything else registers a transaction, let me know what it is. Its probably okay, though. Bogus redundant calibrations are a new annoyance that arrived with time-stamp, I think.",JRLSLLC
6698,WptDevelopment,Item Vendor Population vsts-240,"The proper place for vendor manufacturer part numbers is in the Item Vendor screen
<br>
<br>currently this data is in note_1, 2,3,4 of item master.",JRLSLLC
6699,WptDevelopment,WIP Report RMAs Not Relieved vsts-242,"Can you have RMAs that have not been received removed from the WIP report? ;Clutters data?.(see below).
<br>
<br>rmaHere = 0",JRLSLLC
6700,WptDevelopment,add Con Date vsts-244,to ATrisk FUll,JRLSLLC
6701,WptDevelopment,Create a program vsts-247,"Create a program to allow a user to look up the deleted data from the DMR System. There is a strong need to be able to do this, see attached email.",JRLSLLC
6702,WptDevelopment,additional check and doc vsts-248,I need to add an additional check list to 11 of the assemblies. ;5 assemblies will be one form and the other 6 will be another. ;I need the validation on these to be similar to what is already on the PIRs.,JRLSLLC
6703,WptDevelopment,TOA WIP Tracking vsts-254,"Mike,
<br>Per our discussion last week, below are the Process I?d like to have the program flow though. Attached is a power point example of what I?d like to see on the screen.
<br>
<br>B3 Stock Room FG
<br>B3 RMA Receiving
<br>B3 RMA Trouble Shoot
<br>B3 TOA Assembly
<br>B3 TOA IPQA
<br>B3 TOA Programming
<br>B3 TOA Final Assembly
<br>B3 TOA ESS
<br>B3 TOA Functional Test
<br>B3 TOA FQA
<br>
<br>Thanks,
<br>Pete Carros
<br>Program Engineer
<br>Ex:179",JRLSLLC
6704,WptDevelopment,username vsts-255,April would like person who entered the order to show up on the Open Orders report,JRLSLLC
6705,WptDevelopment,Fill width for universal profiles from prestart vsts-259,,JRLSLLC
6706,WptDevelopment,Reference Designator Search vsts-260,slow,JRLSLLC
6707,WptDevelopment,open po removal vsts-261,remove open PO type parts from at risk,JRLSLLC
6708,WptDevelopment,remove NRE parts from Neg PPV vsts-262,"I am not sure why the first line below is showing up on this list. ;This is a PO for boards that we send to Paratech for coating. ;It is not Neg PPV.
<br>
<br>This is an NRE charge, there wouldn?t be a standard set.
<br>
<br>A06509 ;;;;;;;;;;;;;;;;;;;;;;;	17	213.36	0	3627.12	0	
<br>
<br>on 9/1/2015
<br>
<br>Please remove from this report.",JRLSLLC
6709,WptDevelopment,Automated revision ticketing vsts-263,Set-up an automated Engineering Helpdesk ticket every time a revision is changed in Item Master. This will prevent any changes due to EDs or ECNs from being accidentally missed. Coordinate with IT department on implementation.,JRLSLLC
6710,WptDevelopment,Blacklined pop-up vsts-264,Establish a pop-up notification in WIP for operators to select whether or not their operation on the router was blacklined prior to them moving the boards to the next step. If the operator selects the operation was blacklined this will then trigger an automated Engineering Helpdesk ticket if one was not already created for the issue. Coordinate with IT department on implementation.,JRLSLLC
6711,WptDevelopment,Visual aid double verification vsts-265,"Visual aids for A run shop orders need to be double verified as perfect since they are the best opportunity to prevent &quot;bad&quot; VAs from being created. After the initial &quot;prototype&quot; VA is made for the first piece(s), the engineer/tech updates it with photos/information learned. At this point the VA must be resent back to the group leader for a second approval and the program engineer must also approve this second approval. From now on the rev ? for VA?s would be reserved only for initial VA?s needing updating and once the updates are saved they will become Rev A. Both revs are to be recorded on the VA rev history form like always. If the - rev is still there once the A shop order is over it will automatically trigger an Engineering Helpdesk ticket and any future orders (B &amp; beyond) cannot be released in Macola until all VAs are at Rev A or further. Coordinate with IT department on implementation.",JRLSLLC
6712,WptDevelopment,Macola printer forcing windows default printer vsts-266,"roughly: &quot;Selected printer is not defined, using windows default printer&quot;
<br>
<br>Janet, shipping101 or fedex101
<br>
<br>Will need to contact Peter",JRLSLLC
6713,WptDevelopment,Selecting Multiple vsts-267,"They need to select multiple items with the stockroom Bin label program, possibly by holding control and clicking the items they want.",JRLSLLC
6714,WptDevelopment,Sales Price auto file vsts-271,"There is a table in Macola that can be populated with sales prices
<br>
<br>this will reduce lookup time",JRLSLLC
6715,WptDevelopment,weight checking vsts-273,ERR does not show up on error,JRLSLLC
6716,WptDevelopment,Serial Report SerialCert vsts-274,Only allow units that have been through serial cert to show up as available unused serial numbers,JRLSLLC
6717,WptDevelopment,Scanning physical unit vsts-275,Require scanning of physical unit to log as staged serial number,JRLSLLC
6718,WptDevelopment,read only access vsts-277,Purge Signoff - Should be &quot;read only&quot; for everyone without having to sign in. ;Sign in only required for editing permissions.,JRLSLLC
6719,WptDevelopment,suggested improvements Ticket 826 vsts-278,"1. Record weight of parcels so that if the same item is shipped again we can look up what it weighed the last time. 
<br>2. Fix tab order. Skips over FOB. 
<br>Thanks for considering these optional improvements.
<br>
<br>There is a PCS/WEIGHT field. Is the first request different from that? If so, please elaborate.",JRLSLLC
6720,WptDevelopment,Periodic check during Production Monitor to confirm SiPlace loaded recipe vsts-279,A periodic check of sp_GetIsRecipeLoaded would allow notifying the user if they forgot to switch sides in the production monitor after switching side recipes in siplace.,JRLSLLC
6721,WptDevelopment,Push Oven Recipes vsts-280,"A new task for the Prestart application will be to push oven files to the machines. &quot;A&quot; runs will get a universal recipe as explained in &quot;ED 11350&quot;:file://10.10.1.29/PRIMUSDATA/DEPARTMENTACCESS/ENGINEERING/DOCUMENT%20CONTROL/EDS/ED11350a.pdf and existing recipes will be able to have temperatures set from the KIC profile. When applying a KIC profile to the oven, the temperatures need to be converted for the other lines and recipes pushed.
<br>
<br>Paul Kramer will currently be the only contact for resolving mismatched profiles and recipes.",JRLSLLC
6722,WptDevelopment,Estimate weight of board vsts-281,"Create function to estimate the weight of the board based on the SiPlace parts list, categorizing the parts into small/med/large.
<br>
<br>Small are resistors, capacitors, diodes, and SOC23s. 10/g
<br>Medium are SOICs and DPacks. 5/g
<br>Large are BGAs. 2/g",JRLSLLC
6723,WptDevelopment,ECN/ED Changes to Placement List vsts-282,"Line: Are There ECN/ED Changes to Placement List?
<br>Field: EcnOrEdChangesToPartsList
<br>Note: If Yes, Notify AOI Programmer Of Changes.",JRLSLLC
6724,WptDevelopment,Rewrite function vsts-284,"When the rewrite happens, this function may need rewritten as to always parse out the shop orders item description and revision from Macola instead of relying on stale data. We can also reduce error by taking away the need for users to check these fields for accuracy, as some fail to do so.
<br>
<br>frmPCStestlog:txtAssembly_LostFocus()",JRLSLLC
6725,WptDevelopment,How To vsts-285,"Come up with a guide for future users. The guide should cover where the various information comes from, how to correct issues, and basic training on use of the application itself.",JRLSLLC
6726,WptDevelopment,Track Ovens individually for their thermal profile vsts-286,"If an oven is ever moved from one line to another, the entire conversion process will need to be recalculated.",JRLSLLC
6727,WptDevelopment,RW: Copy Reqs vsts-287,? ,JRLSLLC
6728,WptDevelopment,RW: Generate Purchasing Schedules vsts-289,? ,JRLSLLC
6729,WptDevelopment,RW: Recalculate ABC Codes vsts-290,? ,JRLSLLC
6730,WptDevelopment,RW: Copy CP Orders vsts-291,rewrite of copy CP orders,JRLSLLC
6731,WptDevelopment,Improve run time speed vsts-294,,JRLSLLC
6732,WptDevelopment,Cycle Time KIT auto Updating vsts-295,"have it update automaticly
<br>
<br>add it to base vb app",JRLSLLC
6733,WptDevelopment,RW: Generate Flat Files vsts-299,? ,JRLSLLC
6734,WptDevelopment,IP ov vsts-302,add IP ov to risk,JRLSLLC
6735,WptDevelopment,Company Performance changes vsts-303,"make cycle time 30 day rolling.
<br>
<br>put hi rel, com, in subject of email....",JRLSLLC
6736,WptDevelopment,add Prepaid/Consigned Column to dashboard vsts-308,"Nicole/Mike, it appears that the Prepaid and Consigned inventory isn?t netting out on this report. ;The InHouseExcess column appears to be overstated. ;Can you advise? ;Two questions:
<br>1.	Is prepaid/consigned correctly coded in our accounting system to show correctly?
<br>2.	Mike, can you add a Prepaid/Consigned Column to this report so we can see?",JRLSLLC
6737,WptDevelopment,RW: Load PO Actions for Primus Dashboard vsts-311,? ,JRLSLLC
6738,WptDevelopment,Check Box Added For Fixtures vsts-313,Nick needs a check box added to the prestart application that checks when there are fixtures to run for boards and verify that there enough for the line to use. ;He also needs a label added marked with a Y or N if they do or dont need fixtures.<br> Additional requirement: Textbox that saves data for fixture name ,JRLSLLC
